label,text,spam_categories,target_Bank Scam,target_Gambling Promotion,target_General Spam,target_Phishing,cleaned_text,nb_label
Ham,"This summer just got hotter! Download the GlobeOne app and join Globe Rewards by tapping REDEEM REWARDS and JOIN NOW. Use the app to buy your favorite promos like Go+99 to earn Globe Rewards points! Earn points, redeem rewards! REF# LS",[],0,0,0,0,summer got hotter download globeone app join globe reward tapping redeem reward join use app buy favorite promos like go earn globe reward point earn point redeem reward ref l,Ham
Ham,saan may atm dito,[],0,0,0,0,may atm dito,Ham
Spam,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. gbcz.bid",['General Spam'],0,0,1,0,kumita habang nanonood youtube kumita p bawat araw makipagugnayan tutor makatanggap p gbczbid,Spam
Ham,<#>The OTP code to link your device is 473597. REMINDER: GCash representatives will never ask for this code. Do not share it with anyone. yyAfcYn/qSW,[],0,0,0,0,otp code link device reminder gcash representative never ask code share anyone yyafcynqsw,Ham
Ham,"NDRRMC(8:25PM,14Mar22)Orange Rainfall Warning sa S.Cotabato, N.Cotabato,Maguindanao,at SultanKudarat.Nagbabanta ang matinding pagulan,pagbaha at pagguho ng lupa",[],0,0,0,0,ndrrmcpmmarorange rainfall warning scotabato ncotabatomaguindanaoat sultankudaratnagbabanta matinding pagulanpagbaha pagguho lupa,Ham
Ham,Heto na ang BEST FREEBIE para sa'yo! Gamitin ang current load to subscribe to ALLNET 20 and get FREE 6 GB ALL ACCESS + UNLI ALLNET calls & texts for 1 day! Get it 'til 09-July-2024 ONLY!,[],0,0,0,0,heto best freebie sayo gamitin current load subscribe allnet get free gb access unli allnet call text day get til july,Ham
"Bank Scam, Phishing","Your EastWest credit card has been used for P50,000 voucher. Report if unauthorized: bit.ly/secure-ph-490641","['Bank Scam', 'Phishing']",1,0,0,1,eastwest credit card used p voucher report unauthorized urllink,Spam
Ham,"Don't let the free unlimited calls slip! Download the GlobeOne app and join Globe Rewards by tapping REDEEM REWARDS and JOIN NOW. Once joined, use the app to buy promos to earn Globe Rewards points! For as low as 2 points, you can get UNLI calls to ALL networks, valid for 1 day (REWUNLICALL) in the app. REF# LS ",[],0,0,0,0,dont let free unlimited call slip download globeone app join globe reward tapping redeem reward join joined use app buy promos earn globe reward point low point get unli call network valid day rewunlicall app ref l,Ham
Ham,tapos na ba kayo sa survey,[],0,0,0,0,tapos survey,Ham
Spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,['General Spam'],0,0,1,0,discount code rp stop message reply stop urllink customer service,Spam
Ham,"477840 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",[],0,0,0,0,authentication code protection share code anyone yyafcynqsw,Ham
Ham,"#KayaMoNow i-level up ang internet sa bahay gamit ang mabilis at maaasahan na GFiber Prepaid, now with FREE BlastTV subscription to stream movies, shows, channels, at live sports! Enjoy reloadable UNLI Fiber WiFi for as low as P299, walang lock-up, at walang documents na kailangan! Mag-apply na via the GlobeOne app at https://globeone.onelink.me/ej7I/G1SMS. Subject to serviceability checking. No advisories? Text OFF to 2686 for free.",[],0,0,0,0,kayamonow ilevel internet bahay gamit mabilis maaasahan gfiber prepaid free blasttv subscription stream movie show channel live sport enjoy reloadable unli fiber wifi low p walang lockup walang document kailangan magapply via globeone app urllink subject serviceability checking advisory text free,Ham
Ham,nakatayo ako sa bus ngayon,[],0,0,0,0,nakatayo ako bus ngayon,Ham
Ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",[],0,0,0,0,latest g still scrounge ammo want give new ak try,Ham
Ham,Use 192382 for two-factor authentication on Facebook.,[],0,0,0,0,use twofactor authentication facebook,Ham
Phishing,"Sama sama nating saiubungin ang Bingopius sa PBA League, Matira matibay sa court hatid sainyo ang nagiisang   Bingopius. bingopius.net/ paicode=1OO2291264 ",['Phishing'],0,0,0,1,sama sama nating saiubungin bingopius pba league matira matibay court hatid sainyo nagiisang bingopius bingopiusnet paicodeoo,Spam
"Gambling Promotion, Phishing",WIN-PH: 200% bonus! Register na and start winning. Laro na d2: jili-bet.ph/register,"['Gambling Promotion', 'Phishing']",0,1,0,1,winph bonus register start winning laro jilibetphregister,Spam
Spam,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",['General Spam'],0,0,1,0,free msg get gnarl barkley crazy ringtone totally free reply go message right,Spam
Spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3",['General Spam'],0,0,1,0,download many ringtones u like restriction choose u even send yr buddy txt sir,Spam
"Gambling Promotion, Phishing",Ur the lucky winner of iPad Air from Petron. Valid for 24hrs. Pls call 09499824940.,"['Gambling Promotion', 'Phishing']",0,1,0,1,ur lucky winner ipad air petron valid hr pls call,Spam
"Bank Scam, Phishing","Your RCBC credit card has been used for 250,000 PHP. Report if unauthorized: bit.ly/secure-ph-640547","['Bank Scam', 'Phishing']",1,0,0,1,rcbc credit card used php report unauthorized urllink,Spam
Bank Scam,Advisory: All levels are suspended today due to typhoon. Prepare ahead of time.,['Bank Scam'],1,0,0,0,advisory level suspended today due typhoon prepare ahead time,Spam
Ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",[],0,0,0,0,dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense,Ham
Phishing,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,['Phishing'],0,0,0,1,camera awarded sipix digital camera call fromm landline delivery within day,Spam
Ham,"Tuloy ang Saya! Ang GIGA VIDEO 60, MAS PINARAMING DATA NA! TOTAL 6 GB: 2 GB + EXTRA 1 GB + 1 GB VIDEO ARAW-ARAW (3 GB) + Unli Texts for 3 days.",[],0,0,0,0,tuloy saya giga video ma pinaraming data total gb gb extra gb gb video arawaraw gb unli text day,Ham
Phishing,SIM Registration: Your SIM is not yet registered. Avoid blockng: bit.ly/ph-91222,['Phishing'],0,0,0,1,sim registration sim yet registered avoid blockng urllink,Spam
"Gambling Promotion, Phishing",Get up to 88P FREE with JILI APP Download! Link: ss.sala9.com/register,"['Gambling Promotion', 'Phishing']",0,1,0,1,get p free jili app download link sssalacomregister,Spam
Phishing,HINDI ITO JOKE! Halina sa pinaka pinagkakatiwalaang casi/no site ng sa Pilipinas at maglaro! Ano pang hinihintay mo? Sumali na sa DCT! dc192.com,['Phishing'],0,0,0,1,hindi joke halina pinaka pinagkakatiwalaang casino site pilipinas maglaro pang hinihintay sumali dct dccom,Spam
Ham,You have paid P50.00 of GCash to purchase Php 50 load for 09548058067 on 04-27-22 12:02 AM. Your GCash balance is P8.00. Ref. No. 082583163.,[],0,0,0,0,paid p gcash purchase php load gcash balance p ref,Ham
Ham,"All Globe Rewards points are only valid for redemption until March 31, 2024. Remember, that Globe or 8080 will not send text messages with links or ask for your One-Time PIN. For your protection, DO NOT click on any suspicious links that may lead you to fraudulent websites and compromise your personal information. For the safest transactions, use only GlobeOne for all your rewards redemptions. Stay vigilant and protect your digital assets! #AlagangGlobe",[],0,0,0,0,globe reward point valid redemption march remember globe send text message link ask onetime pin protection click suspicious link may lead fraudulent website compromise personal information safest transaction use globeone reward redemption stay vigilant protect digital asset alagangglobe,Ham
Phishing,Work from home! Telegram Task online tasks. P857 per order. Msg us: wa.me/639237777666,['Phishing'],0,0,0,1,work home telegram task online task p per order msg u wame,Spam
Ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,[],0,0,0,0,going thru different feelingwavering decision coping individualtime heal everything believe,Ham
"Bank Scam, Phishing","BDO Alert: May login attempt mula sa bagong device. Kung hindi ikaw ito, i-secure ang account: flash-parcel-tracking.net","['Bank Scam', 'Phishing']",1,0,0,1,bdo alert may login attempt mula bagong device hindi ikaw isecure account flashparceltrackingnet,Spam
Phishing,"C0NGRATS! Napili ur # for P100k from Smart GigaLife. To claim, call Atty. Lopez 09488501108.",['Phishing'],0,0,0,1,cngrats napili ur pk smart gigalife claim call atty lopez,Spam
"Gambling Promotion, Phishing","Dito na ang pinaka-malambot na slots! JILI, FC, PG. Register: bit.ly/ph-57295","['Gambling Promotion', 'Phishing']",0,1,0,1,dito pinakamalambot slot jili fc pg register urllink,Spam
Ham,"Settle your government fees with no hassle! Make your monthly contribution or payments to DFA, PAG-IBIG, SSS, NBI & BIR! Open the GCash app to Pay Bills now!",[],0,0,0,0,settle government fee hassle make monthly contribution payment dfa pagibig ss nbi bir open gcash app pay bill,Ham
Ham,"Your One-time PIN is 884898. Please enter this code within 5 minutes. In case you didn't request for an OTP, simply ignore this message. Have a wonderful day!",[],0,0,0,0,onetime pin please enter code within minute case didnt request otp simply ignore message wonderful day,Ham
Ham,Bagsak yata ako sa quiz,[],0,0,0,0,bagsak yata ako quiz,Ham
Phishing,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,['Phishing'],0,0,0,1,call tell u call claim prize u enter ur mobile personal detail prompt careful,Spam
"Gambling Promotion, Phishing",Join today! 3 free daiiy iogin gifts to P983O. New users get P77+P88 app speciai. Register! https:Ćzshh.xyz,"['Gambling Promotion', 'Phishing']",0,1,0,1,join today free daiiy iogin gift new user get pp app speciai register httpsćzshhxyz,Spam
Ham,Naubos na ang Regular Load mo.,[],0,0,0,0,naubos regular load,Ham
Ham,BDO Online lets you conveniently manage your checking accounts. Reorder Checkbooks from the app so you never run out when you need them or use Stop Payment Order to take control of any issued checks. Try it now!,[],0,0,0,0,bdo online let conveniently manage checking account reorder checkbook app never run need use stop payment order take control issued check try,Ham
Gambling Promotion,"y2wt.nz/5Sb5 Sa 200% bonus, bawat deposit mo, puno ng possibilities!",['Gambling Promotion'],0,1,0,0,ywtnzsb bonus bawat deposit puno possibility,Spam
"Bank Scam, Gambling Promotion, Phishing",New member bonus from OKBET! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-887436,"['Bank Scam', 'Gambling Promotion', 'Phishing']",1,1,0,1,new member bonus okbet deposit get mabilis payout via gcash urllink,Spam
Ham,[#][TikTok] 708594 is your verification code DaewVlZQ+ns ,[],0,0,0,0,tiktok verification code daewvlzqns,Ham
Ham,"Hi Mr/Ms <NAME>, RDCN 47972 can be claimed at any RDPawnshop, Penbank and TrueMoney branches. Please present valid ID. Thank you!",[],0,0,0,0,hi mrms name rdcn claimed rdpawnshop penbank truemoney branch please present valid id thank,Ham
Ham,"good afternoon po, may na release na daw po sa tranx ID na binigay niyo po sabi rito sa palawan. thank you po ",[],0,0,0,0,good afternoon may release daw tranx id binigay niyo sabi rito palawan thank,Ham
Ham,Sama ako dyan sa lakad niyo,[],0,0,0,0,sama ako dyan lakad niyo,Ham
Phishing,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,['Phishing'],0,0,0,1,guaranteed award even cashto claim ur award call free stop getstop php rg jx,Spam
Phishing,Work from home! YouTube Liker online tasks. P790 per order. Msg us: wa.me/639879243988,['Phishing'],0,0,0,1,work home youtube liker online task p per order msg u wame,Spam
Phishing,"Congratulations! You've won a P1,200 raffle prize! Claim it now before it's too late! https://bit.ly/4hcMBz7",['Phishing'],0,0,0,1,congratulation youve p raffle prize claim late urllink,Spam
Phishing,<NAME>. Maglaro ng W+ pagkatapos ng trabaho! Manalo ng IPHONE PROMAX 14 at iba't ibang reward! Magrehistro para makakuha ng 5500! win8plus.com/14PROMAX,['Phishing'],0,0,0,1,name maglaro w pagkatapos trabaho manalo iphone promax ibat ibang reward magrehistro makakuha winpluscompromax,Spam
Ham,"DO NOT SHARE YOUR OTP. You're making a digital transaction. Your One-Time PIN is 111349. If you did not make this request, change your password immediately and call BDO at (02) 8888-0000 for Local Numbers or (Intl. Access Code) 800-8-2255236 for International Numbers.",[],0,0,0,0,share otp youre making digital transaction onetime pin make request change password immediately call bdo local number intl access code international number,Ham
"Bank Scam, Phishing",MAYA-Alert: Unusual transaction detected. Verify your account: maya-transaction-verify.ph,"['Bank Scam', 'Phishing']",1,0,0,1,mayaalert unusual transaction detected verify account mayatransactionverifyph,Spam
"Gambling Promotion, Phishing","4.Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k! 1q2w3e1.ca","['Gambling Promotion', 'Phishing']",0,1,0,1,magrecharge get bonus gamitin manalo k qweca,Spam
"Gambling Promotion, Phishing","You have P1,777 available to claim (valid for 3 days)! Tap to obtain it at no cost and cash out! Website official: https://cutt.ly/Kr00mJpR","['Gambling Promotion', 'Phishing']",0,1,0,1,p available claim valid day tap obtain cost cash website official urllink,Spam
Ham,Hi! Nais naming ipaalam sa iyo na natapos na ang aming system activity. Pwede ka na ulit mag-register sa mga promos at mag-redeem ng rewards gamit ang GlobeOne app sa https://globeone.onelink.me/ej7I/G1SMS. Salamat!,[],0,0,0,0,hi nais naming ipaalam natapos aming system activity pwede ka ulit magregister promos magredeem reward gamit globeone app urllink salamat,Ham
Ham,nakapatay na ba tv sa sala,[],0,0,0,0,nakapatay tv sala,Ham
Ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",[],0,0,0,0,life mean lot love life love people life world call friend call world ge,Ham
Ham,Claim your FREEBIE of 180 mins of calls to Globe/TM valid for 2 days now! Simply load at least P50 one time before 02/13/2025. REF#: FGRN18 ,[],0,0,0,0,claim freebie min call globetm valid day simply load least p one time ref fgrn,Ham
"Bank Scam, Phishing",MA'AM/SIR! Metrobank iAccess needs validation due to suspicious activity: bit.ly/secure-ph-296923,"['Bank Scam', 'Phishing']",1,0,0,1,maamsir metrobank iaccess need validation due suspicious activity urllink,Spam
"Gambling Promotion, Phishing",Withdraw your winnings in 2 mins! Join MEGA-PANALO now and get 992 free: bit.ly/secure-ph-460126,"['Gambling Promotion', 'Phishing']",0,1,0,1,withdraw winning min join megapanalo get free urllink,Spam
Spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,['General Spam'],0,0,1,0,get free mobile video player free movie collect text go free extra film ordered t c apply yr,Spam
"Bank Scam, Phishing",Verify your GoTyme mobile number to avoid account deletion. Update here: bit.ly/secure-ph-234303,"['Bank Scam', 'Phishing']",1,0,0,1,verify gotyme mobile number avoid account deletion update urllink,Spam
Ham,"COINS ALERT: You are attempting to SEND FUNDS from your Coins Wallet. Use this code to confirm: 715560. If you did not make this request, email report@coins.ph.",[],0,0,0,0,coin alert attempting send fund coin wallet use code confirm make request email reportcoinsph,Ham
Ham,g ako dyan anong oras ba,[],0,0,0,0,g ako dyan anong oras,Ham
Ham,Ubos na yung alcohol ko,[],0,0,0,0,ubos alcohol,Ham
Ham,Netflix: Please top up your GCash account so you can keep watching your favorites. Then retry your payment in the Netflix app.,[],0,0,0,0,netflix please top gcash account keep watching favorite retry payment netflix app,Ham
Spam,Power advisory: May libreng bakuna bukas sa covered court. Please be guided accordingly.,['General Spam'],0,0,1,0,power advisory may libreng bakuna bukas covered court please guided accordingly,Spam
Ham,Nag-expire na ang Unli Allnet Texts mo.,[],0,0,0,0,nagexpire unli allnet text,Ham
Phishing,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,['Phishing'],0,0,0,1,record indicate u maybe entitled pound compensation accident claim free reply claim msg stop txt stop,Spam
Ham,"Time for a wardrobe refresh! Shop now at your favorite department store, and pay later in affordable installments with GGives! Just pay using the GCash app and choose GGives. Your GGives eligibility is subject to regular review. Check your GGives dashboard before purchase to ensure GGives is available.",[],0,0,0,0,time wardrobe refresh shop favorite department store pay later affordable installment ggives pay using gcash app choose ggives ggives eligibility subject regular review check ggives dashboard purchase ensure ggives available,Ham
"Gambling Promotion, Phishing",Laro na sa 777PUB! Get Daily 50 pesos free pag nag-register today. Link d2: bit.ly/secure-ph-764403,"['Gambling Promotion', 'Phishing']",0,1,0,1,laro pub get daily peso free pag nagregister today link urllink,Spam
Spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,['General Spam'],0,0,1,0,free tone hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk,Spam
Ham,"Hi! We received your application to get verified. Upon review, the biometric selfie you submitted was not accepted. Apply again and make sure to submit a clear image of your face.",[],0,0,0,0,hi received application get verified upon review biometric selfie submitted accepted apply make sure submit clear image face,Ham
Phishing,WINNER! Chosen ur cell # for Toyota Vios Lazada Anniversary anniversary promo. Call now: 09123456789,['Phishing'],0,0,0,1,winner chosen ur cell toyota vios lazada anniversary anniversary promo call,Spam
Ham,K..k:)where are you?how did you performed?,[],0,0,0,0,kkwhere youhow performed,Ham
Ham,"Want a FREE gift? Buy 30GB No Expiry Data for P399 on the GOMO PH app until April 30, 2024 to get a surprise freebie! Valid for selected GOMO users only. The free gift will be sent within 15 days after the end of the promo period. No advisories? Text OFF to 2686 for free.",[],0,0,0,0,want free gift buy gb expiry data p gomo ph app april get surprise freebie valid selected gomo user free gift sent within day end promo period advisory text free,Ham
Phishing,Your order #41631 delivery failed. Update address to avoid return: bit.ly/secure-ph-444653,['Phishing'],0,0,0,1,order delivery failed update address avoid return urllink,Spam
Ham,"Hi Mr/Ms <NAME>, RDCN 76670 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",[],0,0,0,0,hi mrms name rdcn claimed rdpawnshop penbank villarica truemoney branch please present valid id thank,Ham
Ham,"Getting a call or message from an unknown number? Remember what they say, don't talk to strangers! AlagangGlobe Tip #3: Don't engage with unknown callers, message senders, and unofficial channels. To check if a promo or offer is legitimate, check the GlobeOne app or visit the Globe website. Stay safe!",[],0,0,0,0,getting call message unknown number remember say dont talk stranger alagangglobe tip dont engage unknown caller message sender unofficial channel check promo offer legitimate check globeone app visit globe website stay safe,Ham
Ham,By opting-out you may lose access to TNT & its Partners' special offers & promos.You can modify your privacy settings any time at http://tntph.com/privacy,[],0,0,0,0,optingout may lose access tnt partner special offer promosyou modify privacy setting time urllink,Ham
Ham,"Your One-time PIN is 480602. Please enter this code within 5 minutes. In case you didn't request for an OTP, simply ignore this message. Have a wonderful day!",[],0,0,0,0,onetime pin please enter code within minute case didnt request otp simply ignore message wonderful day,Ham
Ham,Tuloy-tuloy lang pag post ng pics! No worries kahit paubos na ang data dahil may palista na walang abala. Kaya Today with Borrow Load!,[],0,0,0,0,tuloytuloy pag post pic worry kahit paubos data dahil may palista walang abala kaya today borrow load,Ham
"Gambling Promotion, Phishing","betmanila.tv/KMjkVjQF Libreng pera para sa mas exciting na laro. Huwag magpahuli, mag-claim na!","['Gambling Promotion', 'Phishing']",0,1,0,1,betmanilatvkmjkvjqf libreng pera ma exciting laro huwag magpahuli magclaim,Spam
Ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",[],0,0,0,0,call cost guess isnt bad miss ya need ya want ya love ya,Ham
Ham,I think i've fixed it can you send a test message?,[],0,0,0,0,think ive fixed send test message,Ham
Ham,"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 262.00 to Shopee Philippines Inc. Your OTP is 525451. If you DID NOT make this request, please ignore this message.",[],0,0,0,0,never share otp use link pay php shopee philippine inc otp make request please ignore message,Ham
"Gambling Promotion, Phishing",Laro na sa MCW! Get No deposit bonus pag nag-register today. Link d2: bit.ly/secure-ph-289021,"['Gambling Promotion', 'Phishing']",0,1,0,1,laro mcw get deposit bonus pag nagregister today link urllink,Spam
Ham,"Sulit ang pag-remit sa GCash Padala, as low as 1% fee/PHP 5 para sa min. padala na PHP 500. Instantly magpadala sa non-GCash users! Tap GCash Padala to start.",[],0,0,0,0,sulit pagremit gcash padala low feephp min padala php instantly magpadala nongcash user tap gcash padala start,Ham
Phishing,Ikaw ay napili na makatanggap ng P2780 mula sa lucky8jil.ca! Sumali gamit ang number na ito at maglagay ng P100 upang ma-claim sa 24/7 customer support,['Phishing'],0,0,0,1,ikaw napili makatanggap p mula luckyjilca sumali gamit number maglagay p upang maclaim customer support,Spam
Ham,"Tuluy-tuloy ang pagdating ng exciting rewards na hatid sa'yo ng Globe At Home. May 20 points ka pag successfully registered ang iyong Home Prepaid WiFi SIM until May 31, 2023 via the GlobeOne app at https://globeone.onelink.me/ej7I/G1SMS. Wag kalimutan ang valid government ID with photo para siguradong successful ang registration. Failure to register before the deadline will result in SIM deactivation. I-disregard lang ang message na ito kung nakapag-register na.",[],0,0,0,0,tuluytuloy pagdating exciting reward hatid sayo globe home may point ka pag successfully registered iyong home prepaid wifi sim may via globeone app urllink wag kalimutan valid government id photo siguradong successful registration failure register deadline result sim deactivation idisregard message nakapagregister,Ham
Ham,"A message from GOMO and the Credit Card Association of the Philippines: Watch out for unsolicited text messages with website links asking for your bank account details and One-Time Password (OTP). Never engage or respond to these messages. These are fraudulent texts sent via spoofing, where fraudsters impersonate sender IDs of phone companies, banks, and government agencies. Let's all be vigilant. #FightBudol",[],0,0,0,0,message gomo credit card association philippine watch unsolicited text message website link asking bank account detail onetime password otp never engage respond message fraudulent text sent via spoofing fraudsters impersonate sender id phone company bank government agency let vigilant fightbudol,Ham
Ham,"May chance kang manalo ng iPhone 12 ngayong Dec 1-7 sa TNT Paskong Panalo Raffle! Para makasali: Text ""RAFFLE"" to 5858 at abangan ang confirmation. Isang beses lang ito itetext. Para sa raffle entries: Load TikTok Saya 50 o All Data 50. 1 registration = 1 raffle entry Sa pag-text, sumasang-ayon ka sa Terms & Conditions at Privacy Notice ng promo. For more info, visit https://tntph.com/pp24tncdpn",[],0,0,0,0,may chance kang manalo iphone ngayong dec tnt paskong panalo raffle makasali text raffle abangan confirmation isang beses itetext raffle entry load tiktok saya data registration raffle entry pagtext sumasangayon ka term condition privacy notice promo info visit urllink,Ham
Ham,"Maki-celebrate sa Amazing Smart App Anniversary! Get a chance to win 5G phones: Honor 200 or ZTE A75, at iba pang mga prizes! Mag-log in sa Smart App until September 22! https://smrt.ph/SMA919 DTI Permit No. FTEB-202474 Series of 2024",[],0,0,0,0,makicelebrate amazing smart app anniversary get chance win g phone honor zte iba pang prize maglog smart app september urllink dti permit fteb series,Ham
Ham,You have received P598.95 GCash from 7eleven Kiosk w/ MSG - 2331-5001-5693. Your new balance is P600.67 11-11-23 1:08AM. Ref no. 0013173876093.,[],0,0,0,0,received p gcash eleven kiosk w msg new balance p ref,Ham
"Gambling Promotion, Phishing","Winner! Chosen mobile # for P50,000 voucher Shell lucky draw. Claim at 09581042725.","['Gambling Promotion', 'Phishing']",0,1,0,1,winner chosen mobile p voucher shell lucky draw claim,Spam
Phishing,Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-272154,['Phishing'],0,0,0,1,netflix ph membership hold update payment continue urllink,Spam
Ham,Tara kape maya,[],0,0,0,0,tara kape maya,Ham
Spam,"Good morning bro, naglaro ako buong gabi at kumita ng P83,926.  poq91a.bid",['General Spam'],0,0,1,0,good morning bro naglaro ako buong gabi kumita p poqabid,Spam
Ham,Claim your FREEBIE of unli calls and texts to Globe/TM valid for 5 days now! Simply load a total of P90 before 09/28/2024. REF#: FGRN16,[],0,0,0,0,claim freebie unli call text globetm valid day simply load total p ref fgrn,Ham
Gambling Promotion,slotsbet.tv/4s0 Maglaro at manalo ng mas malaki sa aming 100% deposit bonus. Sali na sa link.,['Gambling Promotion'],0,1,0,0,slotsbettvs maglaro manalo ma malaki aming deposit bonus sali link,Spam
Ham,Hindi ko kilala yung guy eh,[],0,0,0,0,hindi kilala guy,Ham
Phishing,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,['Phishing'],0,0,0,1,free st week entry textpod chance win gb ipod cash every wk txt pod tscs urllink custcare,Spam
Ham,"Hi! As of 01/08/23 22:31, there is 96.78MB left from your SURF4ALL group promo. This is valid until 01/09/23 04:22.",[],0,0,0,0,hi mb left surfall group promo valid,Ham
Ham,"Join Globe Rewards now and watch out for our FLASH DEALS next week! Download the GlobeOne app, tap REDEEM REWARDS then JOIN NOW. Use the app to buy promos to earn Globe Rewards points! From March 24-28, UNLIMITED calls for 1 day can be redeemed for ONLY 1 point. Watch out for flash deals on data promos too. REF# LS ",[],0,0,0,0,join globe reward watch flash deal next week download globeone app tap redeem reward join use app buy promos earn globe reward point march unlimited call day redeemed point watch flash deal data promos ref l,Ham
Ham,6/6 exclude your number from the SIM Registration database. Please disregard this message if you have already registered.,[],0,0,0,0,exclude number sim registration database please disregard message already registered,Ham
Ham,"Tuloy lang ang saya sa prepaid WiFi promos kapag registered ang Home Prepaid WiFi SIM mo! Para sa tuluy-tuloy na connection, mag-register na sa new.globe.com.ph/simreg! Simula July 31, all prepaid load balances and promo subscriptions of unregistered SIMs will be forfeited. Disregard this message if already registered. Thank you!",[],0,0,0,0,tuloy saya prepaid wifi promos kapag registered home prepaid wifi sim tuluytuloy connection magregister newglobecomphsimreg simula july prepaid load balance promo subscription unregistered sims forfeited disregard message already registered thank,Ham
"Bank Scam, Phishing",BPI: Ur account is unauthorized login. Pls verify identity now d2: bit.ly/secure-ph-332224,"['Bank Scam', 'Phishing']",1,0,0,1,bpi ur account unauthorized login pls verify identity urllink,Spam
"Bank Scam, Phishing",Verify your MAYA mobile number to avoid account deletion. Update here: bit.ly/secure-ph-590037,"['Bank Scam', 'Phishing']",1,0,0,1,verify maya mobile number avoid account deletion update urllink,Spam
Ham,J&T DELIVERY!TN: 760521627857 Rider:Isa Latip639158503400. For COD pls prepare exact amount. Photo proof of delivery is required. Thanks and be safe!,[],0,0,0,0,jt deliverytn riderisa latip cod pls prepare exact amount photo proof delivery required thanks safe,Ham
Ham,Bayad na po yan sa lazada wallet,[],0,0,0,0,bayad lazada wallet,Ham
Ham,nag paload na ko salamat,[],0,0,0,0,nag paload salamat,Ham
Phishing,"Finally, Thanks god it's Friday at GoJackpot! Claim Free 6,888p Today, February 2! New players Enjoy Free 777p + 177p ! Join Now at GoJackpot3.tv",['Phishing'],0,0,0,1,finally thanks god friday gojackpot claim free p today february new player enjoy free p p join gojackpottv,Spam
"Bank Scam, Gambling Promotion, Phishing",BOSS! JILI777 na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: bit.ly/gcash-verify-me,"['Bank Scam', 'Gambling Promotion', 'Phishing']",1,1,0,1,bos jili pinakatrusted fast cashout via gcashmaya sali urllink,Spam
"Bank Scam, Phishing","AUB Alert! Someone tried to access your wallet from Manila. If not you, block: bit.ly/secure-ph-956500","['Bank Scam', 'Phishing']",1,0,0,1,aub alert someone tried access wallet manila block urllink,Spam
Ham,Stream flicks at home in higher quality! Upgrade to an HD TV with 24 months easy installments. Use GGives now.,[],0,0,0,0,stream flick home higher quality upgrade hd tv month easy installment use ggives,Ham
Ham,Use 913731 for two-factor authentication on Facebook.,[],0,0,0,0,use twofactor authentication facebook,Ham
Ham,04/06 16:02: P50.00 loaded to 09129094503 from 09478580716 for 1 year. Ref:8F49LKU4UT !Use *123# or smrt.ph/GigaLifeApp to get DOUBLE GIGA: VIDEO OR STORIES!,[],0,0,0,0,p loaded year refflkuut use smrtphgigalifeapp get double giga video story,Ham
Ham,pinasyal mo na ba si browni,[],0,0,0,0,pinasyal si browni,Ham
Ham,Netflix: Your next payment of ?149/month will be deducted in 1 day from your GCash account.,[],0,0,0,0,netflix next payment month deducted day gcash account,Ham
